,id,carat,cut,color,clarity,depth,table,x,y,z,price
32461,32461,0.32,5,4,4,62.1,56.0,4.37,4.42,2.73,6.225
32462,32462,2.0,4,3,5,61.1,58.0,8.08,8.11,4.95,9.757
32463,32463,2.02,4,4,2,62.6,59.0,8.03,7.97,5.01,9.536
32464,32464,0.71,2,7,3,65.9,57.0,5.51,5.57,3.65,7.875
32465,32465,0.7,3,3,2,59.5,58.0,5.73,5.79,3.43,7.492999999999999
32466,32466,1.6,3,3,4,60.0,58.0,7.61,7.68,4.59,9.244
32467,32467,0.7,3,4,4,60.0,57.0,5.74,5.8,3.46,7.756
32468,32468,0.59,5,6,2,60.1,57.0,5.45,5.49,3.29,7.223
32469,32469,0.32,3,5,5,61.8,60.0,4.35,4.36,2.69,6.468999999999999
32470,32470,0.8,5,6,2,62.4,57.0,5.92,5.97,3.71,7.836
32471,32471,0.91,4,4,4,61.9,59.0,6.18,6.23,3.84,8.343
32472,32472,1.01,2,6,2,62.5,59.0,6.31,6.37,3.96,8.265
32473,32473,0.59,5,7,2,62.2,55.0,5.38,5.4,3.35,7.159
32474,32474,0.93,2,5,3,63.8,58.0,6.14,6.09,3.9,8.384
32475,32475,0.3,4,4,3,61.3,61.0,4.27,4.25,2.61,6.292000000000001
32476,32476,1.16,5,5,7,61.9,55.0,6.75,6.78,4.19,9.187999999999999
32477,32477,0.35,5,7,3,60.9,55.0,4.57,4.53,2.77,6.669
32478,32478,0.35,5,8,3,62.7,56.0,4.49,4.51,2.82,6.468
32479,32479,1.52,5,5,3,63.0,55.0,7.31,7.38,4.63,9.351
32480,32480,0.96,4,5,2,61.1,59.0,6.32,6.28,3.85,8.309
32481,32481,1.08,4,7,2,60.8,59.0,6.57,6.62,4.01,8.446
32482,32482,0.5,5,8,6,61.8,54.1,5.1,5.14,3.16,7.877999999999999
32483,32483,0.91,3,5,2,63.3,57.0,6.12,6.08,3.86,8.096
32484,32484,0.71,5,7,3,61.1,57.0,5.75,5.77,3.52,8.048
32485,32485,0.55,5,6,4,61.4,57.0,5.29,5.25,3.24,7.531000000000001
32486,32486,0.43,5,4,8,61.9,55.0,4.87,4.89,3.02,7.047999999999999
32487,32487,0.64,3,7,4,63.4,54.0,5.52,5.49,3.49,7.656000000000001
32488,32488,0.4,5,3,4,62.4,53.0,4.75,4.77,2.97,6.502999999999999
32489,32489,0.58,4,5,6,61.5,60.0,5.37,5.33,3.29,7.587999999999999
32490,32490,0.54,5,3,5,61.2,58.0,5.24,5.29,3.22,7.172999999999999
32491,32491,0.91,4,4,5,61.8,54.0,6.32,6.27,3.89,8.449
32492,32492,1.01,3,6,3,63.5,57.0,6.38,6.31,4.03,8.65
32493,32493,2.01,3,7,2,61.2,58.0,8.05,8.07,4.93,9.603
32494,32494,0.71,5,7,5,61.9,54.0,5.74,5.76,3.56,8.075
32495,32495,0.31,5,7,5,61.9,56.0,4.34,4.32,2.68,6.848
32496,32496,0.71,4,7,3,58.9,61.0,5.79,5.75,3.4,7.752999999999999
32497,32497,0.7,5,6,5,61.2,54.0,5.92,5.64,3.54,7.986000000000001
32498,32498,0.7,4,3,5,61.7,61.0,5.69,5.63,3.49,7.712000000000001
32499,32499,0.31,5,4,4,62.0,57.0,4.33,4.38,2.7,6.192
32500,32500,0.3,4,4,3,62.5,57.0,4.29,4.25,2.67,6.317
32501,32501,0.71,3,5,2,63.2,59.0,5.6,5.64,3.55,7.653
32502,32502,0.32,2,6,3,63.2,55.0,4.37,4.4,2.77,6.279
32503,32503,0.7,5,5,5,61.9,55.0,5.67,5.71,3.52,8.127
32504,32504,0.41,5,5,3,62.2,56.0,4.75,4.77,2.96,6.5089999999999995
32505,32505,0.41,5,5,3,61.8,55.0,4.8,4.81,2.97,6.775
32506,32506,0.4,5,6,6,61.7,55.0,4.76,4.74,2.93,7.059
32507,32507,0.33,4,4,5,61.9,58.0,4.43,4.45,2.75,6.361000000000001
32508,32508,0.71,2,4,3,58.4,62.1,5.8,5.83,3.4,7.733
32509,32509,2.01,2,4,4,57.8,60.0,8.29,8.35,4.81,9.829
32510,32510,1.0,2,5,4,64.1,58.0,6.22,6.32,4.02,8.517999999999999
32511,32511,1.01,1,2,2,66.9,58.0,6.13,6.07,4.08,7.895
32512,32512,0.69,1,5,5,57.8,66.0,5.9,5.84,3.39,7.635
32513,32513,0.7,3,6,4,62.3,59.0,5.63,5.7,3.53,7.917000000000001
32514,32514,1.09,4,3,4,60.1,59.0,6.74,6.67,4.03,8.577
32515,32515,0.73,5,8,4,61.4,56.0,5.78,5.81,3.56,8.168
32516,32516,0.38,5,6,3,60.4,57.0,4.7,4.74,2.85,6.7379999999999995
32517,32517,0.7,2,5,2,59.4,61.0,5.77,5.81,3.44,7.575
32518,32518,0.51,5,8,2,61.9,56.0,5.1,5.15,3.17,7.142
32519,32519,0.8,3,4,2,62.7,57.0,5.88,5.95,3.71,7.7379999999999995
32520,32520,0.32,4,6,7,60.7,58.0,4.4,4.43,2.68,7.119
32521,32521,0.55,4,7,4,60.5,58.0,5.26,5.32,3.2,7.4879999999999995
32522,32522,1.01,4,4,3,62.9,58.0,6.38,6.34,4.0,8.078
32523,32523,0.24,3,6,7,59.2,59.0,4.04,4.07,2.4,6.314
32524,32524,0.36,3,7,4,62.3,58.0,4.51,4.55,2.82,6.671
32525,32525,0.7,4,5,5,60.6,62.0,5.68,5.64,3.43,7.882000000000001
32526,32526,0.5,5,7,4,62.8,57.0,5.12,5.04,3.19,7.465
32527,32527,0.33,5,7,6,62.1,54.0,4.45,4.47,2.77,6.733
32528,32528,0.71,4,3,6,61.9,60.0,5.69,5.75,3.54,7.795
32529,32529,1.05,3,6,6,61.3,59.0,6.48,6.56,4.0,9.052
32530,32530,0.36,4,6,2,60.3,59.0,4.62,4.57,2.77,6.1
32531,32531,1.22,5,3,3,60.2,58.0,6.96,6.9,4.17,8.667
32532,32532,0.82,1,6,2,56.7,70.0,6.28,6.16,3.53,7.827000000000001
32533,32533,1.18,3,7,2,62.5,60.0,6.7,6.74,4.2,8.535
32534,32534,0.83,3,6,3,62.1,58.0,5.98,6.06,3.74,8.01
32535,32535,0.72,3,5,8,60.7,56.0,5.78,5.81,3.52,8.193
32536,32536,0.63,5,8,6,62.6,56.0,5.47,5.49,3.43,7.994
32537,32537,0.3,3,7,7,63.5,57.0,4.27,4.23,2.7,6.903
32538,32538,1.52,1,2,5,65.4,58.0,7.22,7.17,4.7,8.88
32539,32539,1.2,5,5,5,61.7,55.0,6.92,6.88,4.26,9.109
32540,32540,0.53,3,3,5,61.0,57.0,5.22,5.25,3.19,7.239
32541,32541,0.54,5,8,4,61.1,56.0,5.29,5.25,3.22,7.597
32542,32542,1.1,4,8,2,62.4,58.0,6.6,6.57,4.11,8.461
32543,32543,0.3,5,7,4,61.8,56.0,4.29,4.32,2.66,6.489
32544,32544,0.54,5,6,4,61.0,56.0,5.27,5.32,3.23,7.3870000000000005
32545,32545,0.23,5,2,5,62.8,56.0,3.93,3.9,2.46,5.829
32546,32546,1.27,4,5,6,61.0,58.0,7.01,6.96,4.26,9.249
32547,32547,0.31,4,4,3,62.8,58.0,4.32,4.28,2.7,6.324
32548,32548,0.51,5,5,5,59.7,57.0,5.2,5.25,3.12,7.412000000000001
32549,32549,1.33,5,3,3,61.6,57.0,7.06,7.1,4.36,8.926
32550,32550,0.62,5,6,7,61.9,56.0,5.46,5.48,3.38,8.16
32551,32551,0.42,4,7,3,61.6,59.0,4.85,4.83,2.98,6.9
32552,32552,0.29,3,3,4,62.4,55.0,4.25,4.27,2.66,5.9510000000000005
32553,32553,1.01,4,6,2,59.6,59.0,6.59,6.52,3.91,8.37
32554,32554,1.5,4,3,7,62.4,60.0,7.32,7.29,4.56,9.32
32555,32555,1.62,5,7,4,61.4,57.0,7.54,7.58,4.64,9.702
32556,32556,1.13,5,3,4,62.3,56.0,6.73,6.63,4.16,8.523
32557,32557,1.5,4,3,2,62.2,61.0,7.24,7.19,4.49,8.862
32558,32558,2.0,2,5,2,64.2,60.0,7.89,7.81,5.04,9.21
32559,32559,1.0,2,7,2,63.3,56.0,6.3,6.36,4.01,8.264
32560,32560,1.21,5,4,5,62.0,57.0,6.79,6.75,4.19,8.683
32561,32561,0.7,4,3,2,59.5,58.0,5.79,5.73,3.43,7.544
32562,32562,0.75,5,2,4,61.5,54.0,5.87,5.9,3.62,7.601
32563,32563,0.38,5,5,3,60.4,58.0,4.7,4.74,2.85,6.489
32564,32564,0.31,5,5,7,62.2,55.0,4.33,4.38,2.71,6.671
32565,32565,0.51,5,5,5,61.6,54.0,5.16,5.19,3.19,7.377000000000001
32566,32566,0.59,3,8,5,62.6,58.0,5.34,5.39,3.36,7.72
32567,32567,0.32,2,8,3,63.8,55.0,4.35,4.36,2.78,6.31
32568,32568,0.9,5,6,2,62.3,57.0,6.19,6.17,3.85,8.21
32569,32569,2.0,3,4,3,63.2,58.0,7.95,7.93,5.02,9.679
32570,32570,1.05,5,6,7,61.6,55.0,6.57,6.53,4.04,9.294
32571,32571,0.47,2,7,5,65.4,56.0,4.85,4.9,3.19,7.165
32572,32572,2.02,5,4,2,62.7,57.0,8.05,8.0,5.03,9.667
32573,32573,0.7,3,5,6,63.3,59.0,5.59,5.62,3.55,7.974
32574,32574,2.48,3,4,3,63.3,56.0,8.6,8.55,5.43,9.792
32575,32575,1.01,4,6,3,61.9,58.0,6.38,6.34,3.94,8.392000000000001
32576,32576,1.01,1,8,4,65.2,57.0,6.23,6.19,4.05,8.713
32577,32577,1.59,3,3,2,61.6,57.0,7.51,7.56,4.64,8.966000000000001
32578,32578,0.5,5,7,4,62.7,55.0,5.12,5.08,3.2,7.352
32579,32579,0.72,2,6,4,58.0,57.0,5.93,6.01,3.46,7.89
32580,32580,0.56,5,7,5,61.7,57.0,5.3,5.32,3.27,7.638
32581,32581,1.23,5,2,2,63.2,58.0,6.82,6.74,4.29,8.533999999999999
32582,32582,0.36,5,4,4,61.4,57.0,4.59,4.63,2.83,6.375
32583,32583,0.54,5,3,8,62.5,55.0,5.21,5.26,3.27,7.475
32584,32584,0.77,4,3,3,60.4,58.0,5.96,5.99,3.61,7.644
32585,32585,1.08,4,4,5,62.5,60.0,6.55,6.51,4.08,8.539
32586,32586,0.51,5,6,5,61.7,55.0,5.13,5.17,3.18,7.455
32587,32587,0.4,2,4,4,59.4,64.0,4.82,4.75,2.84,6.851
32588,32588,0.32,4,3,6,60.7,59.0,4.4,4.43,2.68,6.33
32589,32589,0.57,5,7,6,61.0,57.0,5.37,5.36,3.27,7.827000000000001
32590,32590,0.39,5,5,7,62.1,54.7,4.64,4.72,2.91,6.916
32591,32591,0.5,3,5,3,60.8,63.0,5.08,5.11,3.1,7.066
32592,32592,0.51,5,5,2,62.1,56.0,5.1,5.13,3.18,7.046
32593,32593,0.38,5,6,5,62.5,53.8,4.62,4.65,2.89,6.82
32594,32594,1.42,3,3,5,60.1,65.0,7.28,7.2,4.35,8.838
32595,32595,0.7,2,7,3,63.8,57.0,5.59,5.63,3.58,7.851
32596,32596,1.34,5,8,1,61.7,55.0,7.12,7.08,4.38,8.749
32597,32597,0.42,5,6,7,62.0,55.0,4.81,4.84,2.99,7.19
32598,32598,0.81,4,7,2,62.5,59.0,5.97,5.9,3.71,7.973
32599,32599,0.37,4,6,3,60.3,58.0,4.62,4.66,2.8,6.422999999999999
32600,32600,1.01,4,5,3,62.3,60.0,6.31,6.25,3.91,8.388
32601,32601,0.31,4,6,3,60.5,60.0,4.39,4.37,2.65,6.497000000000001
32602,32602,0.39,5,6,8,61.9,57.0,4.68,4.69,2.9,7.221
32603,32603,1.13,5,4,5,61.6,55.0,6.7,6.74,4.14,8.932
32604,32604,1.29,4,4,2,60.1,58.0,7.02,6.95,4.2,8.687000000000001
32605,32605,0.31,5,7,4,59.8,57.0,4.43,4.46,2.65,6.544
32606,32606,0.56,5,4,6,60.9,57.0,5.38,5.33,3.26,7.502999999999999
32607,32607,0.32,5,6,5,61.9,55.0,4.41,4.4,2.73,6.775
32608,32608,1.67,3,3,5,61.6,59.1,7.61,7.64,4.7,9.382
32609,32609,1.03,4,2,3,61.7,54.0,6.56,6.5,4.03,8.332
32610,32610,0.51,5,6,4,61.7,56.0,5.13,5.15,3.17,7.415
32611,32611,0.38,3,8,4,58.7,61.0,4.74,4.77,2.79,6.77
32612,32612,0.62,4,5,3,59.6,58.0,5.63,5.56,3.34,7.231
32613,32613,0.91,2,5,2,63.6,59.0,6.15,6.11,3.9,8.096
32614,32614,0.6,5,5,4,61.1,55.0,5.46,5.48,3.34,7.565
32615,32615,0.54,5,6,5,61.1,55.0,5.26,5.32,3.23,7.642
32616,32616,1.49,5,6,6,61.1,58.0,7.36,7.38,4.5,9.832
32617,32617,0.92,3,2,4,60.9,62.0,6.26,6.31,3.83,8.054
32618,32618,1.03,5,2,3,62.3,56.0,6.51,6.45,4.04,8.267000000000001
32619,32619,1.07,4,5,2,62.2,58.0,6.56,6.49,4.06,8.173
32620,32620,0.43,4,7,3,61.5,60.0,4.78,4.85,2.96,6.605
32621,32621,1.01,4,5,2,62.9,57.0,6.39,6.33,4.0,8.23
32622,32622,0.24,5,6,6,62.4,55.0,3.99,4.02,2.5,6.265
32623,32623,0.41,4,7,5,62.0,60.0,4.78,4.74,2.95,7.05
32624,32624,2.04,4,7,2,62.7,60.0,8.04,8.0,5.03,9.642000000000001
32625,32625,1.01,4,5,4,59.1,58.0,6.63,6.56,3.9,8.704
32626,32626,0.39,4,6,5,61.7,58.0,4.69,4.71,2.9,6.796
32627,32627,0.31,4,7,3,59.2,60.0,4.36,4.42,2.6,6.2989999999999995
32628,32628,0.73,3,8,7,61.8,61.0,5.7,5.73,3.53,8.459
32629,32629,0.32,5,7,4,61.4,57.0,4.4,4.46,2.72,6.41
32630,32630,0.91,3,7,2,63.0,56.0,6.12,6.16,3.87,8.235
32631,32631,1.01,4,5,2,60.1,61.0,6.6,6.55,3.95,8.373
32632,32632,0.72,2,8,3,63.1,55.0,5.69,5.75,3.61,7.922000000000001
32633,32633,0.42,3,4,4,60.9,55.0,4.87,4.89,2.97,7.082000000000001
32634,32634,0.52,5,3,7,60.1,56.0,5.24,5.27,3.16,7.282
32635,32635,1.0,3,5,8,58.3,62.0,6.51,6.57,3.81,8.987
32636,32636,1.11,2,8,4,63.2,57.0,6.61,6.64,4.18,8.97
32637,32637,0.38,5,6,4,61.2,57.0,4.64,4.67,2.85,6.541
32638,32638,1.14,5,6,4,61.4,56.0,6.73,6.78,4.14,8.988999999999999
32639,32639,0.31,4,3,5,63.0,58.0,4.32,4.29,2.71,6.443
32640,32640,1.84,5,2,5,62.4,56.0,7.84,7.8,4.89,9.086
32641,32641,0.72,5,5,2,61.4,56.0,5.76,5.83,3.56,7.739
32642,32642,0.32,3,6,7,59.4,59.0,4.45,4.47,2.65,6.787000000000001
32643,32643,1.3,5,5,4,62.3,55.0,7.0,6.93,4.34,9.163
32644,32644,0.7,3,7,4,60.2,57.0,5.77,5.82,3.49,7.861000000000001
32645,32645,1.2,5,5,5,62.4,57.0,6.78,6.8,4.24,9.052999999999999
32646,32646,1.23,5,2,2,62.4,58.0,6.79,6.86,4.26,8.548
32647,32647,0.7,4,6,4,59.5,58.0,5.85,5.75,3.45,7.9510000000000005
32648,32648,0.72,3,5,2,63.4,57.0,5.67,5.71,3.61,7.601
32649,32649,1.1,5,6,1,61.3,57.0,6.68,6.62,4.08,8.213
32650,32650,0.51,3,6,6,62.0,56.0,5.1,5.15,3.17,7.621
32651,32651,0.38,5,5,3,61.3,56.0,4.63,4.67,2.85,6.501
32652,32652,1.51,3,2,5,61.2,63.0,7.31,7.24,4.45,9.051
32653,32653,0.52,4,4,5,59.2,60.0,5.27,5.23,3.11,7.3629999999999995
32654,32654,0.7,5,4,3,62.1,56.0,5.74,5.67,3.54,7.656000000000001
32655,32655,1.12,5,6,2,61.9,55.0,6.68,6.72,4.15,8.526
32656,32656,0.7,5,4,6,62.5,56.0,5.7,5.63,3.54,7.88
32657,32657,0.3,5,2,6,62.1,56.0,4.31,4.32,2.68,6.084
32658,32658,1.06,4,2,2,61.3,60.0,6.59,6.52,4.02,8.227
32659,32659,1.24,4,6,5,62.5,58.0,6.87,6.83,4.28,9.214
32660,32660,1.01,5,4,3,61.7,57.0,6.37,6.44,3.96,8.592
32661,32661,0.51,5,6,6,61.9,56.0,5.13,5.15,3.18,7.6
32662,32662,0.7,4,3,4,61.0,59.0,5.71,5.66,3.47,7.502999999999999
32663,32663,0.46,4,7,5,62.0,58.0,4.98,4.95,3.08,7.212000000000001
32664,32664,0.77,3,7,5,62.0,56.0,5.88,5.92,3.66,8.107000000000001
32665,32665,1.0,2,3,3,60.5,57.0,6.4,6.46,3.89,8.263
32666,32666,0.51,5,5,5,62.4,57.0,5.1,5.13,3.19,7.432
32667,32667,1.51,2,8,1,57.0,64.0,7.53,7.48,4.28,8.714
32668,32668,0.42,2,8,2,63.2,57.0,4.75,4.77,3.01,6.482
32669,32669,0.44,5,8,3,61.6,56.0,4.9,4.93,3.03,6.731
32670,32670,0.4,5,7,4,62.3,56.0,4.72,4.75,2.95,6.816
32671,32671,0.9,3,6,3,63.1,58.0,6.18,6.12,3.88,8.264
32672,32672,0.24,3,7,5,59.8,58.0,4.02,4.11,2.43,6.037999999999999
32673,32673,0.39,4,8,4,61.3,58.0,4.7,4.73,2.89,6.865
32674,32674,0.32,3,6,4,62.8,57.0,4.33,4.36,2.73,6.468999999999999
32675,32675,0.31,2,6,4,58.2,58.0,4.46,4.51,2.61,6.457000000000001
32676,32676,2.0,3,2,5,61.0,51.6,8.14,8.18,4.97,9.488
32677,32677,1.2,4,7,2,58.2,59.0,6.98,6.9,4.04,8.568999999999999
32678,32678,0.71,2,3,5,63.8,53.0,5.7,5.64,3.62,7.652
32679,32679,0.31,5,8,4,62.1,54.0,4.37,4.33,2.7,6.848
32680,32680,1.24,5,5,6,61.9,56.0,6.87,6.83,4.24,8.985
32681,32681,0.4,3,6,7,61.9,59.0,4.71,4.75,2.93,7.013
32682,32682,0.98,3,4,2,62.1,59.0,6.33,6.39,3.95,8.224
32683,32683,0.54,5,7,2,62.1,56.0,5.18,5.22,3.23,7.059
32684,32684,0.31,4,5,7,61.2,59.0,4.32,4.34,2.65,6.704
32685,32685,0.3,5,5,7,61.7,55.0,4.34,4.32,2.67,6.921
32686,32686,0.5,4,3,3,61.7,58.0,5.09,5.15,3.16,6.872000000000001
32687,32687,1.0,4,7,5,61.1,60.0,6.41,6.43,3.92,8.916
32688,32688,1.0,3,5,3,63.3,60.0,6.33,6.24,3.98,8.439
32689,32689,1.0,4,6,2,61.6,61.0,6.36,6.33,3.91,8.401
32690,32690,1.54,3,6,2,61.1,58.0,7.36,7.47,4.53,9.093
32691,32691,1.04,3,8,4,63.1,54.0,6.44,6.53,4.09,8.946
32692,32692,1.24,3,6,7,62.7,61.0,6.75,6.84,4.26,9.369
32693,32693,1.26,4,6,3,62.3,58.0,6.89,6.84,4.28,8.841000000000001
32694,32694,0.26,5,7,6,62.5,55.0,4.07,4.09,2.55,6.335
32695,32695,0.31,5,6,7,62.0,54.0,4.34,4.37,2.7,6.733
32696,32696,0.54,5,5,2,62.7,56.0,5.23,5.2,3.27,7.16
32697,32697,1.04,4,3,2,61.3,59.0,6.5,6.46,3.97,8.329
32698,32698,0.23,3,7,6,62.6,59.0,3.93,3.96,2.47,6.225
32699,32699,0.7,4,6,5,60.7,60.0,5.78,5.75,3.5,7.935
32700,32700,0.31,5,8,6,60.9,57.0,4.42,4.38,2.68,6.905
32701,32701,1.01,4,6,5,60.4,59.0,6.54,6.5,3.94,8.91
32702,32702,0.44,5,7,3,62.6,56.0,4.9,4.84,3.05,6.947
32703,32703,1.0,2,5,2,59.7,63.0,6.43,6.5,3.86,8.258
32704,32704,0.74,4,5,3,60.5,58.0,5.93,5.88,3.57,7.845
32705,32705,0.9,3,5,3,61.6,59.0,6.13,6.19,3.8,8.187999999999999
32706,32706,0.32,5,7,2,61.0,56.0,4.42,4.44,2.7,6.057
32707,32707,0.7,5,8,5,62.3,55.0,5.64,5.68,3.53,8.253
32708,32708,1.51,2,3,5,62.0,56.0,7.23,7.29,4.5,9.166
32709,32709,0.36,4,7,3,60.9,60.0,4.61,4.56,2.79,6.697
32710,32710,0.7,5,8,6,60.7,57.0,5.75,5.78,3.5,8.62
32711,32711,0.36,5,8,3,62.5,56.0,4.57,4.55,2.85,6.746
32712,32712,1.6,5,4,5,61.4,57.0,7.53,7.59,4.64,9.439
32713,32713,1.01,4,5,3,62.6,59.0,6.38,6.3,3.97,8.491
32714,32714,2.0,3,7,2,58.1,60.0,8.25,8.32,4.81,9.67
32715,32715,0.5,3,6,3,63.2,58.0,5.08,5.04,3.2,7.0089999999999995
32716,32716,0.71,5,8,2,61.5,56.2,5.73,5.75,3.53,7.849
32717,32717,0.4,5,6,7,61.7,55.0,4.77,4.79,2.95,7.063
32718,32718,0.77,4,7,4,60.5,59.0,5.92,5.98,3.6,8.099
32719,32719,0.66,2,6,4,64.1,56.0,5.5,5.46,3.51,7.667999999999999
32720,32720,1.61,5,3,3,62.7,55.0,7.48,7.54,4.71,9.152999999999999
32721,32721,0.52,5,7,4,61.3,54.0,5.21,5.2,3.19,7.406000000000001
32722,32722,0.41,2,8,3,63.8,56.0,4.72,4.68,3.0,6.853
32723,32723,0.51,5,8,7,61.7,56.0,5.12,5.16,3.17,7.936
32724,32724,1.0,3,4,2,61.6,58.0,6.43,6.47,3.97,8.336
32725,32725,0.7,5,6,7,61.0,57.0,5.71,5.76,3.5,8.189
32726,32726,0.51,3,5,5,62.7,56.0,5.08,5.13,3.2,7.412000000000001
32727,32727,0.63,3,5,6,62.3,55.0,5.5,5.54,3.44,7.816
32728,32728,0.3,3,5,5,62.8,59.0,4.23,4.27,2.67,6.405
32729,32729,0.33,2,5,5,63.1,57.0,4.38,4.4,2.77,6.501
32730,32730,1.04,1,3,1,67.3,56.0,6.34,6.23,4.22,7.619
32731,32731,1.5,3,3,3,60.3,60.0,7.46,7.43,4.49,9.003
32732,32732,0.33,5,8,4,62.8,54.0,4.46,4.43,2.79,6.91
32733,32733,0.71,4,5,4,62.1,62.0,5.71,5.65,3.53,7.872000000000001
32734,32734,1.51,3,2,6,62.9,58.0,7.21,7.33,4.57,9.079
32735,32735,0.56,5,8,4,60.9,56.0,5.32,5.35,3.25,7.582000000000001
32736,32736,0.38,3,3,7,62.6,59.0,4.6,4.64,2.89,6.446000000000001
32737,32737,0.54,5,3,2,60.9,57.0,5.26,5.31,3.22,6.841
32738,32738,0.36,2,4,4,63.7,55.0,4.52,4.49,2.87,6.5920000000000005
32739,32739,0.41,3,5,4,59.8,61.0,4.78,4.82,2.87,6.718
32740,32740,1.2,5,5,2,62.2,56.0,6.84,6.74,4.22,8.61
32741,32741,0.43,4,6,3,62.9,60.0,4.8,4.77,3.01,6.9239999999999995
32742,32742,0.52,3,7,4,63.5,54.0,5.19,5.11,3.27,7.48
32743,32743,0.71,3,6,4,63.3,57.0,5.65,5.69,3.59,8.054
32744,32744,0.53,5,5,4,60.1,54.0,5.31,5.3,3.19,7.382000000000001
32745,32745,1.1,5,5,5,61.5,57.0,6.62,6.65,4.08,8.851
32746,32746,0.5,4,8,3,61.4,59.0,5.12,5.08,3.13,7.2170000000000005
32747,32747,2.01,3,2,2,61.0,57.0,8.09,8.14,4.95,9.316
32748,32748,0.33,3,7,7,61.8,54.0,4.47,4.49,2.77,6.851
32749,32749,0.33,5,4,6,60.9,57.0,4.52,4.48,2.74,6.75
32750,32750,1.01,3,8,3,61.6,60.0,6.43,6.47,3.97,8.602
32751,32751,0.7,2,7,2,63.5,56.0,5.6,5.68,3.58,7.805
32752,32752,0.79,5,7,3,62.1,54.0,5.96,5.92,3.69,8.024
32753,32753,1.06,3,3,3,60.2,59.0,6.62,6.67,4.0,8.413
32754,32754,1.63,5,7,3,60.5,59.0,7.66,7.62,4.62,9.548
32755,32755,1.09,5,5,5,62.1,55.1,6.57,6.63,4.1,8.921
32756,32756,0.51,4,6,4,62.1,58.0,5.09,5.12,3.17,7.358
32757,32757,0.3,4,4,6,62.1,52.0,4.31,4.29,2.67,6.654
32758,32758,1.07,4,4,3,62.1,58.0,6.56,6.49,4.05,8.527999999999999
32759,32759,0.6,5,6,4,61.9,55.0,5.43,5.46,3.37,7.5360000000000005
32760,32760,0.9,4,4,1,58.8,62.0,6.32,6.26,3.7,7.377000000000001
32761,32761,0.41,5,5,4,61.6,54.0,4.81,4.84,2.97,6.8020000000000005
32762,32762,1.27,4,6,5,60.3,58.0,7.06,7.04,4.25,9.213
32763,32763,0.31,2,7,3,63.4,55.0,4.26,4.29,2.71,6.229
32764,32764,1.01,4,8,3,61.7,62.0,6.34,6.3,3.9,8.62
32765,32765,0.76,3,6,2,62.7,55.0,5.74,5.83,3.63,7.812
32766,32766,0.49,4,5,3,62.4,58.0,5.05,4.99,3.13,6.977
32767,32767,0.83,4,4,3,62.5,59.0,6.02,5.95,3.74,7.946000000000001
32768,32768,1.11,4,8,1,61.9,58.0,6.63,6.66,4.11,8.186
32769,32769,0.6,5,5,5,62.5,56.0,5.37,5.41,3.36,7.672000000000001
32770,32770,0.41,5,7,5,61.4,55.0,4.84,4.8,2.96,6.981
32771,32771,0.51,1,6,4,61.0,66.0,5.12,5.04,3.1,7.196000000000001
32772,32772,1.05,4,8,3,61.6,61.0,6.55,6.5,4.02,8.585
32773,32773,0.43,5,5,8,61.2,57.0,4.81,4.86,2.96,7.268
32774,32774,0.33,5,5,6,61.7,55.0,4.42,4.46,2.74,6.622999999999999
32775,32775,0.7,5,5,2,61.2,56.0,5.73,5.78,3.52,7.728
32776,32776,0.31,4,4,7,61.8,59.0,4.36,4.32,2.68,6.667000000000001
32777,32777,0.4,5,5,5,62.3,57.0,4.68,4.73,2.93,6.707999999999999
32778,32778,1.03,5,8,2,60.7,55.0,6.61,6.53,3.99,8.484
32779,32779,1.61,4,6,3,60.2,58.0,7.61,7.65,4.59,9.257
32780,32780,1.0,4,6,6,59.9,60.0,6.5,6.46,3.88,9.06
32781,32781,0.51,5,4,3,62.1,54.0,5.13,5.15,3.19,7.057
32782,32782,0.41,5,5,8,62.3,55.0,4.75,4.78,2.97,7.22
32783,32783,1.7,3,2,3,59.1,61.0,7.79,7.85,4.62,8.951
32784,32784,1.04,5,4,3,62.3,57.0,6.45,6.48,4.03,8.537
32785,32785,1.01,3,6,8,63.5,59.0,6.29,6.41,4.03,9.208
32786,32786,1.24,4,7,5,59.9,61.0,6.99,6.96,4.18,9.248
32787,32787,1.24,4,3,4,60.1,59.0,7.02,6.95,4.2,8.681000000000001
32788,32788,1.01,5,5,5,61.8,57.0,6.45,6.4,3.97,8.798
32789,32789,2.01,2,5,2,63.6,59.0,7.95,8.0,5.07,9.67
32790,32790,0.7,3,8,5,61.5,55.0,5.7,5.74,3.52,8.083
32791,32791,0.91,2,3,4,64.3,58.0,6.05,6.09,3.9,7.96
32792,32792,1.13,4,4,4,62.0,57.0,6.68,6.62,4.12,8.639
32793,32793,1.04,5,6,6,61.7,55.0,6.51,6.53,4.02,9.129
32794,32794,0.33,5,8,4,60.9,55.0,4.46,4.5,2.73,6.6610000000000005
32795,32795,0.38,4,6,7,61.6,58.0,4.66,4.63,2.86,7.136
32796,32796,0.9,2,4,3,58.9,61.0,6.27,6.36,3.72,8.225
32797,32797,1.13,4,7,2,59.4,62.0,6.83,6.78,4.04,8.304
32798,32798,1.5,4,6,1,60.6,62.0,7.24,7.22,4.38,8.596
32799,32799,1.55,5,4,5,62.0,57.0,7.37,7.43,4.59,9.523
32800,32800,1.01,3,7,3,61.5,60.0,6.39,6.42,3.94,8.589
